time_s,knee_angle_deg
9.353881,68.1722
9.355856,68.6256
9.358940,69.0444
9.362022,69.4937
9.366333,69.9007
9.368350,70.2998
9.372677,70.7507
9.374727,71.1590
9.377802,71.5735
9.380153,71.9849
9.386504,72.8610
9.387581,72.8670
9.389855,73.3149
9.392993,73.8349
9.396122,74.2911
9.401516,75.2397
9.403916,75.7210
9.407451,76.1693
9.409552,76.7155
9.414323,77.1820
9.417807,77.6659
9.420949,78.1548
9.422963,79.2503
9.426040,79.2882
9.429198,79.7572
9.432514,80.2844
9.435792,80.7605
9.439252,81.2345
9.447772,82.1298
9.452899,82.6914
9.456286,84.0062
9.459356,84.4421
9.461898,84.9322
9.465283,84.9524
9.468589,85.3856
9.470807,86.2586
9.474391,86.6748
9.476375,86.6706
9.479872,87.5323
9.482886,87.5214
9.486181,87.9126
9.489599,88.6865
9.491570,88.6691
9.494619,89.0927
9.497717,89.4784
9.502182,90.2565
9.504597,90.6836
9.507661,91.0833
9.513712,91.9075
9.516900,92.7115
9.522308,93.1520
9.525661,93.5638
9.527943,93.9728
9.531125,94.4365
9.535615,94.8316
9.536616,95.2693
9.539607,95.2940
9.552039,96.9941
9.554986,97.4625
9.558287,98.2810
9.560299,98.3173
9.563616,99.2240
9.567304,99.6583
9.568257,99.6850
9.573600,100.5556
9.577952,100.9792
9.578968,101.4441
9.583261,101.8658
9.585776,102.2703
9.588217,102.6758
9.591468,103.1360
9.594566,103.5439
9.598069,103.9459
9.600125,104.3817
9.604702,104.7751
9.606982,105.1437
9.608967,105.5638
9.613402,105.9301
9.616512,106.2980
9.617619,106.6567
9.621741,107.0870
9.624898,107.4668
9.628025,107.8384
9.631243,108.2674
9.633627,108.6581
9.636891,109.0491
9.640183,109.4751
9.642165,109.4855
9.654069,110.1923
9.655321,111.2450
9.657315,111.5881
9.660692,111.9974
9.661643,112.0076
9.665931,112.6858
9.669538,113.0560
9.672706,113.3742
9.674940,113.6662
9.677030,113.6694
9.680372,113.9489
9.683921,114.2039
9.685895,114.4192
9.692824,114.8553
9.695757,115.2551
9.699324,115.4772
9.701375,115.6936
9.706735,115.9228
9.709031,116.1833
9.711261,116.4282
9.715720,116.6646
9.718172,116.8771
9.720110,117.1300
9.723489,117.3434
9.726674,117.5268
9.730460,117.6927
9.733625,117.8354
9.735691,117.9746
9.739299,118.1153
9.741877,118.2288
9.744780,118.3621
9.760456,119.0207
9.761530,119.0704
9.764976,119.2377
9.768050,119.3519
9.772221,119.4353
9.773186,119.4848
9.777664,119.5466
9.780742,119.5533
9.782712,119.5881
9.785849,119.4339
9.790070,119.3755
9.791077,119.4186
9.794551,119.2763
9.796591,119.3295
9.802983,119.2258
9.804097,119.2525
9.807464,119.1347
9.809506,119.1652
9.812567,119.0949
9.814596,118.9976
9.819075,118.7551
9.820047,118.7832
9.824413,118.6747
9.826381,118.5600
9.830709,118.4230
9.833829,118.1544
9.835796,118.1696
9.839349,118.0123
9.842478,117.8667
9.845503,117.7100
9.848598,117.5452
9.867449,116.2444
9.871977,115.5340
9.873141,115.1760
9.880845,114.3920
9.882906,114.0019
9.889088,113.1251
9.892358,112.6998
9.894405,112.2550
9.897997,111.7984
9.901529,111.3810
9.903488,110.9555
9.906553,110.5220
9.909650,110.0292
9.912793,109.5907
9.916424,109.1438
9.918384,108.6831
9.921988,108.2202
9.924518,107.7798
9.928222,107.2461
9.931808,106.7804
9.934314,106.3434
9.937286,105.8882
9.939415,105.4115
9.946120,104.5223
9.949287,104.0366
9.951327,103.6128
9.962236,101.8743
9.967094,101.2623
9.971232,100.1756
9.974516,99.5916
9.977624,98.7597
9.979577,98.6624
9.983997,97.1941
9.986068,97.1027
9.988509,96.2116
9.991499,95.4345
9.996146,94.0883
9.998528,93.4120
10.001675,92.8490
10.003635,92.2778
10.006881,91.6594
10.010195,91.0639
10.013286,90.4625
10.018022,89.8086
10.019291,89.2562
10.021809,88.7030
10.024866,88.1646
10.027149,88.1702
10.030246,87.5726
10.033351,87.0210
10.036420,86.5114
10.039984,85.8472
10.043393,85.2876
10.046529,84.7167
10.050724,83.5551
10.051744,83.5140
10.062517,81.2973
10.063597,81.1384
10.065677,81.0403
10.067711,79.8248
10.070866,79.1742
10.072924,79.0538
10.075338,78.4168
10.078357,77.6418
10.081497,76.9576
10.083591,76.1772
10.086749,75.3584
10.089795,74.3835
10.093137,73.3979
10.096399,72.4386
10.099669,70.5925
10.101718,70.4365
10.104808,69.4436
10.107857,68.4181
10.111337,67.6971
10.114606,67.0394
10.116923,66.4728
10.121349,65.4042
10.124393,64.9030
10.125397,64.9646
10.129569,63.9107
10.136707,62.9020
10.139006,62.4401
10.142159,61.9783
10.144327,62.0554
10.148517,61.5515
10.150835,60.9955
10.153983,59.9816
10.157233,59.9593
10.167024,57.6618
10.168031,57.5193
10.169188,57.4465
10.171129,57.3478
10.174408,56.3721
10.177547,55.7772
10.181838,55.2428
10.183867,54.7191
10.186945,54.1477
10.189257,53.5966
10.192613,53.0338
10.195839,52.3689
10.199249,52.3308
10.201833,51.2003
10.204902,50.5575
10.207269,49.9070
10.210734,49.2424
10.212761,48.5383
10.217246,47.7576
10.219769,47.0699
10.222872,46.4396
10.224795,46.4502
10.227876,45.8135
10.231049,45.2735
10.235307,44.7902
10.237600,44.3328
10.239953,43.8130
10.243032,42.9056
10.247281,42.4141
10.249303,42.4010
10.252715,41.5047
10.255712,41.4488
10.259006,40.8989
10.267439,40.1715
10.270772,38.4429
10.272700,37.8923
10.275813,37.3228
10.278913,36.8068
10.282006,36.6888
10.285352,35.8242
10.287636,35.3476
10.290735,34.9073
10.294895,34.4683
10.296863,33.9983
10.300652,33.5821
10.303811,33.2031
10.305756,32.7405
10.310018,32.3579
10.312336,31.9821
10.315912,31.5917
10.319172,31.2609
10.321217,30.8914
10.323491,30.9527
10.326586,30.6236
10.329977,29.8524
10.334049,29.5300
10.336365,29.1572
10.339871,28.8437
10.341871,28.9434
10.345695,28.2136
10.348877,28.2957
10.352455,27.6287
10.354578,27.6893
10.356570,27.7195
10.360163,26.6839
10.370634,25.5081
10.371613,25.4806
10.373780,25.4564
10.374735,25.4131
10.377962,24.7839
10.381328,24.4728
10.384470,24.1583
10.388025,23.9011
10.389996,23.6645
10.393155,23.4740
10.396671,23.2912
10.398655,23.3924
10.402996,23.3010
10.405017,23.0258
10.408390,23.1942
10.411353,22.9464
10.414437,22.8868
10.419155,22.8260
10.420198,22.9189
10.423370,22.7581
10.426950,22.3159
10.429207,22.2993
10.432563,22.0451
10.434539,21.7540
10.437694,21.4220
10.441257,21.0614
10.444781,20.6707
10.446845,20.2901
10.450967,19.9260
10.454316,19.6030
10.456614,19.2358
10.458681,18.9469
10.463497,18.6575
10.472099,18.3689
10.475141,17.7558
10.476101,17.7445
10.480558,17.5882
10.483583,17.4397
10.486802,17.1552
10.488831,17.1425
10.492368,16.9884
10.495473,16.8321
10.497870,16.6542
10.501331,16.4781
10.504508,16.2923
10.507988,16.0739
10.510060,15.8670
10.513931,15.4259
10.518444,15.1759
10.519523,15.1094
10.522602,14.6491
10.524584,14.5625
10.526648,14.2731
10.529687,14.0021
10.533998,13.7268
10.537170,13.4664
10.539100,13.2108
10.543368,12.9581
10.547461,12.5328
10.550501,12.3425
10.551620,12.3378
10.556120,12.1869
10.559546,11.9139
10.561491,11.9975
10.565894,11.9582
10.574598,12.0521
10.576795,11.8041
10.578763,11.8587
10.581816,12.0018
10.586074,11.9347
10.589547,11.9840
10.592087,12.0168
10.595762,12.0665
10.597819,12.1475
10.601087,12.1150
10.604452,12.0992
10.606440,12.1267
10.609510,12.0244
10.612564,12.0198
10.618168,11.8824
10.619182,11.8503
10.621551,11.7436
10.624747,11.5566
10.627878,11.4319
10.631296,11.3023
10.634602,11.1672
10.637869,11.0357
10.640362,10.9155
10.642417,10.8612
10.646066,10.6694
10.648250,10.6156
10.653578,10.4457
10.657489,10.2711
10.658503,10.2306
10.662070,10.1321
10.663490,10.0862
10.668291,9.9405
10.679937,9.6482
10.682372,9.5854
10.684580,9.5171
10.688812,9.4599
10.690947,9.4201
10.694482,9.3787
10.697800,9.3375
10.701149,9.2976
10.703165,9.2603
10.705322,9.2164
10.709419,9.1689
10.711439,9.1192
10.715937,9.0687
10.718653,9.0181
10.720248,8.9811
10.723328,8.9328
10.726490,8.8592
10.729571,8.8011
10.733669,8.7386
10.735717,8.6803
10.742152,8.5861
10.745600,8.4998
10.748596,8.4455
10.751249,8.3999
10.754329,8.3553
10.757760,8.3114
10.759762,8.2922
10.763074,8.2427
10.766307,8.1632
10.769460,8.1223
10.778915,8.0665
10.786501,7.9471
10.789623,7.9011
10.792843,7.8573
10.796088,7.8188
10.799590,7.7791
10.801627,7.7337
10.805038,7.6824
10.807339,7.6142
10.810819,7.5270
10.813863,7.4452
10.819120,7.3613
10.820242,7.2675
10.824271,7.1679
10.826639,7.0705
10.829727,6.9515
10.832949,6.8418
10.835006,6.7643
10.838402,6.6469
10.841526,6.5554
10.844039,6.4742
10.847119,6.3871
10.851281,6.2919
10.853496,6.2012
10.855915,6.1773
10.859248,6.1261
10.862468,6.0875
10.865890,6.0347
10.868149,6.0547
10.871211,6.0516
10.881096,6.1055
10.883465,5.8732
10.885882,5.6936
10.888848,5.6396
10.890902,5.6790
10.895131,5.5306
10.897448,5.5605
10.900781,5.5404
10.904090,5.4926
10.907256,5.4965
10.910906,5.4985
10.913075,5.4941
10.916038,5.4801
10.919304,5.4638
10.922440,5.4321
10.925586,5.3979
10.927910,5.3501
10.931122,5.2982
10.934500,5.2397
10.936551,5.2077
10.939896,5.1386
10.943325,5.0914
10.945460,5.0875
10.948619,5.0675
10.952196,5.0789
10.955557,5.0945
10.957535,5.1448
10.961448,5.1901
10.964674,5.2209
10.967687,5.2434
10.969734,5.3061
10.974045,5.2680
10.986483,5.5409
10.987378,5.6215
10.990459,5.7362
10.993508,5.8606
10.996804,5.9730
11.000061,6.0824
11.002307,6.1892
11.005332,6.2935
11.008584,6.3958
11.011987,6.6022
11.016265,6.7102
11.018460,6.7087
11.022624,6.8964
11.027420,7.0698
11.029460,7.0374
11.032634,7.1044
11.035822,7.1618
11.038983,7.3126
11.042046,7.3781
11.045139,7.4393
11.049722,7.5145
11.051826,7.6114
11.054896,7.7033
11.057195,7.7013
11.060529,7.9283
11.062534,7.9456
11.068987,8.3085
11.069821,8.3591
11.072313,8.5694
11.075980,8.7814
11.090161,10.1522
11.093292,10.5319
11.096576,10.9376
11.099719,11.3131
11.103021,11.7337
11.105054,12.1697
11.109332,12.6072
11.111578,13.0745
11.114641,13.5430
11.118147,14.0079
11.120452,14.4770
11.123502,14.8877
11.126854,15.2639
11.128884,15.2973
11.132473,15.6498
11.136026,15.9474
11.138528,16.1937
11.141912,16.7541
11.143898,16.7125
11.147366,16.9210
11.150636,17.1233
11.152684,17.3372
11.157396,17.7405
11.159487,17.6874
11.162904,18.1032
11.165890,18.2582
11.167921,18.1895
11.171285,18.3286
11.174393,18.5364
11.177685,18.9142
11.180886,18.8499
11.191575,20.5249
11.198032,20.4486
11.199313,20.4260
11.201289,20.4111
11.203413,20.7745
11.208108,21.4515
11.210165,21.8845
11.213273,22.2746
11.216342,22.3242
11.220079,23.1439
11.222064,23.2009
11.225473,23.6561
11.229023,24.5727
11.231289,24.6481
11.234571,25.1353
11.237919,26.0390
11.240110,26.1143
11.243644,26.6630
11.246704,27.1597
11.249846,27.6326
11.253174,28.5815
11.255461,29.0567
11.259806,29.5962
11.262285,30.0610
11.264223,30.0720
11.268747,30.9520
11.271270,31.4314
11.274228,31.8646
11.276262,31.8648
11.279373,32.2846
11.282980,32.7358
11.291533,34.3947
11.293834,34.3920
11.297677,34.8487
11.302348,35.7967
11.303535,36.2371
11.306526,36.2698
11.309664,37.2637
11.311806,37.3124
11.315369,37.8667
11.318887,38.9425
11.320845,39.0219
11.324108,39.5995
11.327341,40.7228
11.331086,41.4011
11.335569,41.9859
11.336576,42.0304
11.338939,42.6018
11.343194,43.7741
11.345496,44.3391
11.348855,44.3720
11.352514,45.4623
11.354767,46.0223
11.356763,46.0496
11.360025,46.5872
11.363123,47.2100
11.366541,47.7374
11.369845,48.8034
11.374080,49.3110
11.375038,49.3281
11.378380,49.7994
11.381909,50.3531
11.385593,51.3085
11.395862,52.8048
11.399170,53.2949
11.401645,53.8852
11.404862,54.8846
11.407418,54.9068
11.410612,55.4915
11.413489,55.9889
11.418553,56.9848
11.419993,57.0025
11.422488,57.5519
11.426855,58.9676
11.428790,58.9898
11.432629,59.5532
11.435491,60.1257
11.438861,60.7052
11.441642,61.3437
11.444391,61.9386
11.447953,62.5128
11.450415,63.1984
11.453099,63.7691
11.458277,64.9525
11.459367,65.0012
11.462472,65.5855
11.466640,66.1659
11.469572,66.7430
11.471834,67.3404
11.481007,68.9962
11.485374,69.5180
11.486499,69.9857
11.496725,70.5495
11.498097,71.8689
11.501251,72.4893
11.505196,72.9593
11.508136,73.4480
11.510419,74.0007
11.513430,74.4733
11.517480,74.9501
11.519878,75.4906
11.522660,75.9828
11.525927,76.4868
11.528265,77.0673
11.529823,77.0807
11.536424,78.1320
11.540135,78.6735
11.541763,79.3128
11.542970,79.3669
11.546898,80.5959
11.549398,80.6624
11.552760,81.8809
11.555671,82.5354
11.558753,83.2462
11.561542,83.8831
11.564879,84.4819
11.569335,85.1470
11.570775,85.9275
11.573756,86.5428
11.576746,87.1644
11.579602,87.2509
11.583687,88.4473
11.586184,89.0652
11.588857,89.7240
11.600348,92.3872
11.607269,92.9469
11.609703,92.9557
11.613479,94.0143
11.614245,93.9908
11.618917,95.0248
11.619964,94.9786
11.623631,95.4169
11.627858,96.3389
11.629816,96.8251
11.636137,97.2006
11.639343,98.1697
11.642487,98.6228
11.645030,99.0923
11.649863,99.6142
11.652589,100.0994
11.654452,100.5696
11.657724,101.1629
11.660705,101.6803
11.663292,102.2181
11.665890,102.7642
11.671229,103.4276
11.672503,103.5028
11.676462,104.5790
11.678893,105.2208
11.682403,105.8201
11.684825,106.4199
11.687933,107.0384
11.691145,107.6399
11.704515,109.7946
11.705932,110.2933
11.707928,110.8300
11.711464,111.2721
11.714306,111.7142
11.719498,112.5966
11.720743,112.6024
11.724570,113.0364
11.726455,113.4197
11.730083,113.8373
11.733044,114.1885
11.735628,114.5378
11.738868,114.8890
11.742150,115.2023
11.745032,115.5117
11.747987,115.8356
11.751919,116.1310
11.753215,116.4371
11.756828,116.7523
11.759252,117.0684
11.761906,117.3665
11.764853,117.6963
11.769273,118.0619
11.777980,118.8015
11.780677,119.1237
11.783277,119.5608
11.787190,119.7613
11.788867,119.9413
11.792585,120.0824
11.796296,120.1901
11.803853,120.4327
11.806372,120.5275
11.808727,120.6123
11.809761,120.6037
11.813480,120.6820
11.816279,120.7503
11.819820,120.7723
11.822590,120.7607
11.825722,120.7281
11.828496,120.6953
11.829601,120.6348
11.834209,120.4901
11.844686,119.8209
11.847536,119.5157
11.848889,119.0729
11.852609,118.7050
11.853731,118.6729
11.858516,118.0307
11.859691,118.0077
11.863508,117.7303
11.866279,117.4811
11.869613,117.2149
11.872296,116.9812
11.876010,116.3983
11.878688,116.3890
11.882462,115.8407
11.887983,115.5170
11.891092,114.8830
11.893678,114.5763
11.897251,114.2490
11.906723,113.9643
11.910343,113.1658
11.911938,112.8775
11.914431,112.6067
11.917235,112.6028
11.920638,112.2880
11.923711,111.7167
11.926469,111.7084
11.930301,110.8391
11.932801,110.8205
11.936225,110.4557
11.938918,110.1295
11.941221,110.0764
11.945076,109.7325
11.948016,109.3454
11.952608,108.6581
11.955042,108.2676
11.957528,107.7971
11.960177,107.3770
11.962590,106.9326
11.971153,105.9942
11.973908,105.5618
11.976137,105.0667
11.979426,104.6339
11.982276,104.2038
11.986074,103.7418
11.988969,103.2351
11.994868,102.2671
11.997308,101.7323
12.000946,101.6884
12.008219,99.7514
12.009429,99.7077
12.011115,99.1458
12.014964,98.5873
12.020042,97.4495
12.022026,97.3826
12.024666,96.7872
12.025847,96.1623
12.030625,95.5519
12.032888,94.9381
12.036536,94.3130
12.040098,93.6732
12.045592,92.5136
12.048042,91.7758
12.053214,90.6676
12.054409,90.6404
12.060244,89.4742
12.062559,88.9120
12.066563,88.2952
12.069988,87.7630
12.072279,87.2369
12.076141,86.7236
12.079669,85.6620
12.082153,85.6769
12.086141,84.6313
12.087529,84.6567
12.091336,84.1750
12.095960,83.6740
12.097512,82.5921
12.099759,82.6170
12.102692,82.6236
12.111155,80.1069
12.114750,79.5039
12.116684,79.4670
12.120863,78.8888
12.123555,78.3205
12.126371,77.6788
12.129368,76.5285
12.132114,76.4603
12.135145,75.3910
12.138787,74.8188
12.141689,74.2682
12.144408,73.6210
12.147393,73.0157
12.149994,72.9040
12.155440,71.1826
12.157128,71.0725
12.159597,70.4237
12.162547,69.7835
12.165206,69.1043
12.170297,68.5057
12.174909,67.3760
12.177842,66.8201
12.179853,66.7860
12.185888,65.7483
12.187402,65.7556
12.189964,64.8213
12.192759,64.3567
12.195249,64.4061
12.199011,63.9040
12.203193,62.9377
12.205863,62.9989
12.213318,60.1029
12.216761,60.0940
12.220365,60.0630
12.222818,59.4774
12.226416,58.8066
12.229544,58.1360
12.231962,57.4771
12.236529,56.7272
12.237533,56.0987
12.241177,55.3766
12.243358,54.7258
12.246379,54.0115
12.249022,53.3556
12.253123,52.6829
12.256429,51.9854
12.258404,51.3643
12.263225,50.7412
12.265332,50.1241
12.269758,49.5828
12.270778,49.0775
12.274338,48.5738
12.276422,48.5629
12.279001,47.6480
12.283244,47.2171
12.286315,46.7662
12.288543,46.4036
12.291745,46.1036
12.294995,45.7292
12.298584,45.4158
12.300966,45.5280
12.304448,44.7911
12.318889,43.1932
12.320908,42.8247
12.323910,42.2780
12.326443,41.8306
12.329523,41.3719
12.333483,40.8838
12.336094,40.3562
12.339526,39.8457
12.342063,39.3275
12.345610,38.7711
12.347595,38.2673
12.351415,37.7657
12.353754,37.2429
12.356753,36.7277
12.360367,36.2451
12.362851,35.7135
12.366091,35.2386
12.369502,34.7810
12.371481,34.7138
12.374882,33.9167
12.377958,33.5558
12.382531,33.2594
12.383577,33.3122
12.386932,33.0692
12.390017,32.5856
12.393422,32.4303
12.396826,32.2933
12.402375,32.0450
12.405423,31.8891
12.408761,31.7662
12.418376,31.3167
12.419502,30.7244
12.422863,30.2247
12.424765,30.1554
12.427973,29.3628
12.431469,28.8931
12.436650,28.3741
12.437575,27.9466
12.440217,27.4779
12.443315,27.0101
12.446488,26.6046
12.449093,26.5237
12.452107,26.1859
12.455496,25.5236
12.458556,25.2191
12.460933,25.2048
12.464029,24.8863
12.469389,24.3320
12.471443,24.0502
12.473415,23.7366
12.476876,23.4277
12.479277,23.1341
12.483471,22.8129
12.485443,22.5196
12.489021,22.2596
12.492339,21.9971
12.495396,21.7312
12.498557,21.5015
12.502310,21.2869
12.504777,21.0679
12.507908,20.8818
12.511023,20.9191
12.525009,19.8019
12.528404,19.5572
12.530471,19.2372
12.533079,18.8994
12.536485,18.5861
12.539846,18.2382
12.542964,17.8745
12.545366,17.5498
12.548349,17.2071
12.552505,16.8599
12.554531,16.5647
12.558014,16.2728
12.560351,16.0338
12.563892,15.8054
12.566995,15.6367
12.570302,15.5230
12.572300,15.4451
12.577180,15.4066
12.579441,15.4174
12.581495,15.4265
12.585875,15.4595
12.589207,15.5064
12.591307,15.5192
12.594762,15.5014
12.597952,15.4654
12.600350,15.4412
12.602339,15.3988
12.605934,15.3652
12.608113,15.4100
12.611299,15.2792
12.622675,15.2076
12.625254,14.9867
12.626490,14.8943
12.629577,14.7759
12.631698,14.6661
12.635859,14.5545
12.639372,14.4357
12.641919,14.3052
12.645296,14.1832
12.647361,14.0458
12.651506,13.8970
12.657713,13.5979
12.658649,13.5251
12.662038,13.2650
12.665503,13.1120
12.669624,12.9562
12.671858,12.7939
12.674921,12.6372
12.676892,12.4826
12.679980,12.3243
12.683708,12.1670
12.687075,12.0243
12.690238,11.9035
12.693272,11.7723
12.695368,11.7582
12.698661,11.5446
12.702754,11.4331
12.705249,11.4174
12.707457,11.3314
12.710531,11.2369
12.713913,11.0705
12.717295,11.0470
12.730306,10.5323
12.732547,10.3825
12.736973,10.2351
12.737994,10.0889
12.741071,9.9170
12.744364,9.7569
12.746550,9.7255
12.750652,9.4186
12.752841,9.3943
12.756422,9.0718
12.758664,8.8923
12.761687,8.6939
12.764770,8.5131
12.768864,8.3397
12.771398,8.1516
12.774465,8.0148
12.776678,7.8883
12.779742,7.7616
12.783428,7.6900
12.785407,7.7578
12.788631,7.7004
12.791853,7.5206
12.794849,7.4511
12.799327,7.3865
12.802532,7.3002
12.804489,7.2065
12.806536,7.1148
12.809774,7.0138
12.814093,6.9339
12.817487,6.8494
12.828123,6.6793
12.830137,6.6289
12.834998,6.4082
12.837095,6.3096
12.839309,6.3416
12.842936,6.1773
12.845883,6.1337
12.848984,6.0818
12.853002,6.0312
12.855122,5.9787
12.858172,5.9177
12.860283,5.9246
12.863402,5.8326
12.866624,5.7513
12.869819,5.6651
12.872112,5.5761
12.876327,5.4184
12.878342,5.4211
12.881689,5.3422
12.885215,5.2023
12.888259,5.1317
12.890324,5.1245
12.895076,5.0126
12.897137,4.9726
12.899258,4.9824
12.904019,4.9250
12.905631,4.9227
12.920754,4.9536
12.921825,4.9555
12.935240,4.9017
12.936247,4.9050
12.938296,4.9046
12.943384,4.8540
12.945578,4.8517
12.947918,4.8240
12.949907,4.8210
12.954007,4.7729
12.957673,4.7490
12.959935,4.7197
12.962514,4.6997
12.969005,4.6763
12.972434,4.6742
12.974435,4.6684
12.978737,4.6653
12.980707,4.6552
12.983970,4.6638
12.987617,4.6674
12.989766,4.6650
12.992833,4.6574
12.995911,4.6558
13.000230,4.6499
13.002242,4.6459
13.005351,4.6436
13.008507,4.6485
13.011484,4.6542
13.014786,4.6639
13.017249,4.6787
13.020869,4.6963
13.023368,4.7098
13.032186,4.7265
13.033152,4.7594
13.035800,4.7797
13.037750,4.8105
13.040835,4.8469
13.043995,4.8780
13.046423,4.9160
13.049617,4.9511
13.053210,4.9329
13.057278,5.0455
13.061436,4.9947
13.065516,5.0588
13.067488,5.0298
13.070590,5.0932
13.073970,5.1237
13.075947,5.1063
13.080418,5.2350
13.082462,5.3100
13.086784,5.3979
13.088762,5.5036
13.095291,5.7423
13.097743,5.9001
13.101075,5.9532
13.104479,6.2488
13.106460,6.2991
13.109917,6.4885
13.112028,6.6869
13.116160,7.0319
13.118290,7.0692
13.122572,7.4541
13.125102,7.6637
13.135639,8.3689
13.139559,8.6757
13.142566,8.9441
13.145950,9.4762
13.147965,9.5563
13.154276,10.1761
13.155353,10.5205
13.156323,10.6170
13.161818,11.3213
13.163873,11.4200
13.166969,11.8404
13.169014,12.2871
13.172676,12.7021
13.175700,13.1488
13.178825,13.5832
13.180980,14.1196
13.185093,14.5884
13.187168,15.0957
13.191218,16.0481
13.193504,16.1489
13.197080,17.1290
13.199256,17.2242
13.202646,17.7533
13.205819,18.7234
13.208928,19.2764
13.212154,19.7780
13.215230,20.2847
13.218448,20.8072
13.221701,21.3143
13.224647,21.8035
13.226646,21.8065
13.236723,23.7220
13.239015,23.6853
13.240403,23.6542
13.241334,23.5930
13.244790,25.1444
13.248038,25.6413
13.251291,25.5673
13.253534,25.9933
13.257755,27.0127
13.260032,27.4364
13.263169,27.8471
13.266137,28.2643
13.269282,28.7113
13.271720,29.1234
13.274798,29.5074
13.276829,29.3926
13.280335,29.8386
13.283802,30.2140
13.285752,30.5965
13.300678,32.6241
13.303637,32.9677
13.307817,33.3632
13.310204,33.8186
13.313373,34.1949
13.316884,34.6018
13.320053,35.5226
13.322083,35.9443
13.325226,36.3655
13.328563,36.8540
13.347347,39.7311
13.349393,40.2474
13.352641,40.2874
13.362975,42.3715
13.364197,42.4203
13.367285,42.9245
13.370759,43.5940
13.371768,44.1098
13.376154,45.2251
13.379630,45.7789
13.381737,46.3360
13.384749,46.3983
13.388076,46.9411
13.391444,47.5360
13.394933,48.5651
13.401108,49.2060
13.404232,50.2710
13.406297,50.3281
13.409511,51.4713
13.412599,52.0462
13.414611,52.0965
13.420297,53.2053
13.422817,53.7274
13.423743,53.7671
13.428411,55.1213
13.430570,55.1556
13.433195,55.6826
13.442167,57.2595
13.443212,57.8115
13.445163,57.8387
13.449311,58.9799
13.453454,59.5147
13.454717,60.0224
13.457810,60.5886
13.461152,61.0940
13.463315,61.0947
13.466448,61.5955
13.469609,62.5985
13.472929,63.1486
13.476139,63.1279
13.479303,63.7149
13.481739,64.2032
13.484815,64.6716
13.488343,65.2130
13.490637,65.6906
13.493690,66.2652
13.497089,66.8209
13.499440,67.4166
13.503049,67.9960
13.505580,68.5455
13.508869,69.2266
13.511859,69.8176
13.515258,70.4193
13.518308,71.0787
13.521702,72.1867
13.523671,72.2590
13.527243,72.8518
13.529504,73.5058
13.533924,74.0959
13.545322,76.6665
13.546320,76.7023
13.551010,77.8459
13.552975,77.8762
13.556303,78.3568
13.561830,79.4667
13.562866,79.4897
13.565002,80.0617
13.568076,80.6157
13.572270,81.6387
13.573220,81.6480
13.576408,82.2117
13.580074,82.7092
13.583393,83.2080
13.588979,84.2265
13.592087,84.6844
13.595196,85.3620
13.598217,85.8033
13.601886,86.2469
13.603959,86.2411
13.607345,87.2045
13.610522,87.6578
13.613956,88.1537
13.615924,88.1638
13.621258,89.1452
13.622325,89.5923
13.627055,90.1310
13.628811,90.6120
13.630837,91.1187
13.635146,91.6436
13.637329,92.2337
13.648950,94.2882
13.654985,94.8010
13.658325,95.8802
13.661496,96.3636
13.664710,96.8418
13.667940,97.3742
13.670052,97.8766
13.673085,98.3926
13.676128,98.9563
13.679259,99.4755
13.682313,99.5117
13.687123,100.5482
13.688016,100.5662
13.692718,101.5147
13.694968,102.0348
13.698054,102.4912
13.701174,102.9427
13.703509,103.3983
13.706531,103.9045
13.710078,104.3362
13.713246,104.7721
13.715150,104.7773
13.718250,105.2604
13.721807,106.0674
13.723867,106.5201
13.729179,106.8893
13.730162,106.8871
13.734307,107.6489
13.736656,107.6596
13.739769,108.4504
13.748576,108.8213
13.750737,109.5494
13.752085,109.9177
13.754020,109.9589
13.757052,110.3860
13.760446,111.0823
13.762899,111.1279
13.766471,111.4602
13.770788,112.0666
13.774824,112.3484
13.777064,112.6752
13.778098,112.9732
13.781560,113.2633
13.783545,113.3588
13.787863,113.8823
13.789920,113.9732
13.793034,114.4524
13.796077,114.5483
13.799458,114.9748
13.803565,115.2176
13.805677,115.4836
13.809307,115.7273
13.811609,115.9500
13.814727,116.1839
13.818293,116.3688
13.820272,116.4420
13.822891,116.6027
13.826026,116.7341
13.829565,116.8262
13.836117,116.9670
13.838244,116.9852
13.841608,117.0284
13.853679,117.0418
13.854668,117.0582
13.856674,117.0788
13.860092,116.9958
13.862291,117.0283
13.864398,116.9695
13.866369,116.9017
13.871604,116.8322
13.872639,116.7522
13.876138,116.6392
13.881479,116.3980
13.882758,116.4050
13.886623,116.2643
13.888860,116.1364
13.891779,115.8256
13.895447,115.8224
13.897583,115.6635
13.901731,115.3712
13.902710,115.3852
13.907188,115.0864
13.910349,114.9397
13.912430,114.9762
13.915764,114.7917
13.920563,114.4265
13.921718,114.4656
13.925931,114.1067
13.929211,113.9613
13.932355,113.8038
13.934775,113.6160
13.938359,113.4221
13.940624,113.1703
13.942596,113.1914
13.954400,112.4040
13.956497,111.7673
13.957527,111.3769
13.965456,110.4596
13.971020,109.8797
13.974181,109.5599
13.977612,109.2251
13.980747,108.8464
13.983991,108.3990
13.986164,107.9415
13.989722,107.4674
13.993143,106.9622
13.995338,106.3640
13.997724,105.7682
14.000772,105.1728
14.003947,104.5171
14.006426,103.8794
14.010050,103.2362
14.013047,102.5770
14.015347,102.4490
