time_s,knee_angle_deg
4.661354,20.5192
4.666056,21.6240
4.669123,21.7897
4.671338,22.3549
4.675015,23.5426
4.679488,24.1154
4.685064,25.7646
4.687395,25.8305
4.689502,26.4078
4.696554,27.4004
4.697570,27.4242
4.698528,27.9545
4.701580,28.4328
4.705255,28.9423
4.708622,29.4123
4.712890,29.9329
4.714304,30.3765
4.718322,30.8799
4.720609,31.3984
4.723644,31.8651
4.726737,32.3308
4.737739,34.1269
4.739633,34.0940
4.740628,34.5347
4.744190,35.0177
4.746171,35.4589
4.749238,35.9441
4.753638,36.3728
4.755746,36.8027
4.758850,37.2850
4.763172,37.7221
4.765583,38.1203
4.768766,38.6054
4.770016,39.0867
4.773194,39.5349
4.777266,39.9754
4.781601,40.8903
4.783723,40.8925
4.785765,41.3191
4.789013,41.7771
4.791279,42.1897
4.795920,42.6367
4.797960,42.6228
4.801137,42.6060
4.804488,42.5876
4.806490,42.5695
4.810773,43.4399
4.812745,43.4215
4.816304,43.4050
4.818449,43.3812
4.821716,46.1621
4.824992,46.5347
4.828372,46.8901
4.831646,47.2768
4.840130,47.6580
4.841165,47.6245
4.843619,48.7369
4.845611,49.1525
4.848877,49.6805
4.851409,50.0995
4.854716,50.5236
4.858093,50.9993
4.861173,51.4146
4.863306,51.3926
4.867174,52.2085
4.870265,52.6838
4.872488,53.0720
4.875579,53.4763
4.879389,53.8980
4.881440,54.2584
4.884878,54.6643
4.888121,55.0270
4.891223,55.4401
4.893643,55.8098
4.897291,56.1866
4.912420,57.7599
4.913453,57.7789
4.931507,60.3374
4.934451,60.3799
4.943006,62.6511
4.944033,62.7418
4.947082,63.1551
4.948106,63.2024
4.951392,64.0966
4.954484,64.5546
4.956908,64.5988
4.960059,65.0806
4.963125,65.9068
4.966336,66.3769
4.969649,66.8930
4.971629,67.3754
4.975971,67.8705
4.978946,68.4035
4.981090,68.8767
4.985245,69.3629
4.987429,69.9014
4.989619,70.3602
4.993942,70.8438
4.996011,71.3030
4.999366,71.3527
5.001929,71.4083
5.007151,73.1909
5.008173,73.2338
5.013677,74.1370
5.014578,74.1775
5.018380,74.7397
5.019223,75.1859
5.023568,75.6716
5.026701,76.1469
5.030233,76.6841
5.032448,77.1361
5.034478,77.6563
5.047021,79.4241
5.048107,79.4780
5.050326,79.9547
5.053914,80.8377
5.056106,80.8466
5.058661,81.3543
5.062917,81.8157
5.065077,82.2424
5.069042,82.7399
5.070439,83.1899
5.073578,83.6736
5.076157,84.1175
5.079259,84.5965
5.082269,85.0425
5.086391,85.4918
5.088547,85.9857
5.091611,86.4818
5.097056,87.4490
5.098162,87.4470
5.100136,87.9132
5.105656,88.8767
5.106681,88.8735
5.109698,89.3453
5.112804,89.8129
5.116383,90.3076
5.119475,90.8435
5.121882,91.2884
5.125310,91.7590
5.128418,92.2750
5.130428,92.7620
5.133526,93.2469
5.136762,93.7962
5.152050,96.1867
5.154289,96.6507
5.157562,97.1798
5.160828,97.6358
5.162803,98.1065
5.166314,98.6194
5.169439,99.1007
5.172692,99.5796
5.176153,100.0436
5.180549,100.9710
5.181584,100.9733
5.185483,101.9482
5.186425,101.9475
5.189522,102.3782
5.193594,102.8077
5.196526,103.2708
5.198582,103.6915
5.202179,104.0951
5.204717,104.4934
5.208311,104.9360
5.210358,104.9225
5.213791,105.3137
5.217455,105.6935
5.219458,106.1625
5.223745,106.9238
5.225732,107.3226
5.229828,107.6852
5.232312,108.0475
5.235385,108.4329
5.240679,108.7729
5.250452,110.0141
5.252130,110.1034
5.257033,110.4347
5.264671,111.5036
5.266639,111.8837
5.270645,112.5480
5.274820,112.9165
5.276761,113.3001
5.280428,113.4895
5.283699,113.8874
5.286325,114.3031
5.288974,114.7495
5.293353,115.3988
5.294452,115.5500
5.298942,116.1996
5.301328,116.5643
5.303993,116.8950
5.307527,117.1952
5.310545,117.4780
5.315139,117.7185
5.316155,117.7796
5.318484,118.0124
5.322162,118.2056
5.324836,118.3742
5.331316,118.6393
5.335230,118.7787
5.336464,118.7949
5.340326,118.8249
5.343036,118.8131
5.358928,118.7251
5.361804,118.6856
5.364219,118.6582
5.365447,118.6373
5.369786,118.6083
5.373542,118.5129
5.377624,118.4918
5.378532,118.5682
5.381512,118.5700
5.384468,118.5500
5.386416,118.5001
5.390468,118.4678
5.392881,118.4394
5.397577,118.4041
5.398567,118.3659
5.402210,118.3046
5.404984,118.2317
5.407583,118.1274
5.410280,118.0328
5.414828,117.8282
5.417977,117.8207
5.419533,117.5411
5.423407,117.5141
5.424433,117.4978
5.428130,117.3522
5.434485,116.9299
5.437380,116.9012
5.441304,116.5768
5.443249,116.4045
5.455029,116.2050
5.458487,115.5289
5.461108,115.3728
5.464541,115.1868
5.467496,114.9970
5.470253,114.7854
5.473359,114.5603
5.475975,114.5269
5.478689,114.2633
5.481616,114.0317
5.484946,113.5883
5.486990,113.5462
5.491150,113.3135
5.493764,113.0777
5.498190,112.6458
5.498865,112.6099
5.502549,112.2070
5.508816,111.8932
5.511686,111.6466
5.515569,111.1482
5.516735,111.0899
5.520665,110.7849
5.523310,110.4781
5.527115,110.1037
5.530174,109.7742
5.531150,109.4404
5.535453,109.0301
5.539303,108.6678
5.542193,108.3034
5.544525,107.9188
5.548310,107.5265
5.561618,104.9763
5.564519,104.9032
5.566960,104.3232
5.570948,103.2437
5.573441,103.1447
5.575781,102.4820
5.580361,101.8683
5.581531,101.2876
5.586554,100.5477
5.587532,99.9314
5.591397,99.3066
5.594233,98.6282
5.598169,98.0161
5.601089,97.4212
5.604404,96.2598
5.606562,96.1347
5.610783,95.5321
5.615149,94.4332
5.616761,93.8564
5.619886,93.2753
5.622471,92.7054
5.625395,92.6761
5.630537,91.5234
5.631951,91.5225
5.634603,90.3572
5.638245,89.8471
5.641068,89.3158
5.643959,88.7199
5.647847,88.1908
5.649300,88.1683
5.660157,85.2427
5.664423,85.0146
5.666987,84.1633
5.669966,82.6320
5.672876,82.5536
5.676746,81.1589
5.681200,80.5307
5.682906,79.8771
5.685907,79.3014
5.688795,79.2566
5.691296,78.7332
5.694017,78.2217
5.698192,77.6579
5.701090,76.6443
5.703657,76.1034
5.706106,75.6404
5.710087,75.1661
5.714103,74.6416
5.716096,74.1802
5.717333,74.2158
5.722159,73.2376
5.725034,72.6785
5.728301,72.1344
5.731118,71.5727
5.733532,70.9527
5.736390,70.3913
5.740165,69.8199
5.741942,69.7569
5.746381,68.6553
5.747362,68.5805
5.752097,67.4459
5.759110,67.3492
5.761607,64.5075
5.764105,64.4055
5.765052,64.2946
5.766268,64.1849
5.770081,63.3666
5.772919,62.5510
5.775440,61.8000
5.781678,60.2335
5.784018,59.4454
5.787010,58.7492
5.789968,58.0663
5.794387,57.3831
5.797252,57.2795
5.799941,56.2221
5.802399,55.5807
5.805521,55.0507
5.808293,54.5359
5.812375,54.0617
5.815159,53.5682
5.818055,53.1553
5.820142,53.2132
5.823110,52.3689
5.826891,52.0009
5.831227,51.6281
5.832384,51.1864
5.836284,50.7577
5.838991,50.7429
5.841567,49.3693
5.845559,49.3223
5.848466,48.7898
5.849705,48.7279
5.854569,47.7147
5.866300,46.9533
5.868843,45.1624
5.871524,44.6268
5.874329,44.0741
5.876774,43.5819
5.882102,42.9931
5.885937,42.0338
5.887633,41.9658
5.892456,41.0609
5.895530,40.5286
5.898197,40.0819
5.899340,40.0879
5.903634,39.2339
5.906514,39.2692
5.909292,38.9055
5.914015,38.1557
5.915177,38.2173
5.917972,37.5539
5.921733,37.2373
5.924611,36.9376
5.929478,36.6406
5.930693,36.7091
5.933515,36.4235
5.936204,36.0302
5.940263,35.1923
5.943459,34.7561
5.947562,34.3613
5.950247,33.9488
5.951773,33.9081
5.955554,33.4167
5.972189,30.9587
5.973198,30.5436
5.977124,30.1498
5.981095,29.7702
5.982262,29.3657
5.986661,28.9951
5.989224,28.6730
5.991453,28.6467
5.995325,27.9758
6.007593,26.5443
6.011165,26.1263
6.015697,25.2185
6.019046,24.7231
6.022112,24.2247
6.024105,23.7700
6.027914,23.2965
6.030422,22.8504
6.034184,22.3879
6.037324,21.9399
6.039831,21.5456
6.043686,21.1493
6.048167,20.7686
6.049362,20.4493
6.052105,20.0843
6.055804,19.8254
6.058732,19.5930
6.066500,18.6239
6.073313,19.1936
6.075616,19.2225
6.079102,19.2314
6.083187,19.0691
6.085878,19.0679
6.089363,19.0875
6.092227,19.1975
6.095074,19.1541
6.097496,19.1035
6.102434,18.9154
6.107490,18.7949
6.108539,18.6537
6.112207,18.4842
6.115704,18.3052
6.118446,18.1181
6.121538,17.9136
6.124407,17.7138
6.126613,17.4962
6.130928,17.2881
6.134705,17.0705
6.135727,16.8604
6.139402,16.6174
6.141680,16.3942
6.144784,16.1850
6.148728,15.9626
6.150927,15.7279
6.155229,15.3662
6.159018,15.1564
6.161916,15.1103
6.172885,14.1853
6.174820,14.1643
6.181324,13.9921
6.182245,13.7831
6.184708,13.5563
6.187604,13.3196
6.190433,13.1093
6.193029,12.8764
6.198163,12.5561
6.199873,12.5719
6.202287,12.4569
6.205031,12.3980
6.207665,12.3590
6.212224,12.3595
6.215095,12.3495
6.216329,12.3453
6.221528,12.3058
6.224082,12.3104
6.226789,12.3461
6.230443,12.2990
6.234567,12.2819
6.235765,12.2994
6.238431,12.2577
6.240710,12.2096
6.246204,12.1323
6.249013,12.0115
6.251652,11.9644
6.254312,11.8575
6.263776,11.5796
6.264831,11.4280
6.266509,11.3533
6.273338,11.2075
6.275756,10.8519
6.280830,10.5860
6.282759,10.5015
6.284410,10.3388
6.286688,10.1634
6.289299,9.9889
6.292895,9.8194
6.295742,9.7721
6.299227,9.6221
6.302809,9.3696
6.305391,9.2555
6.307774,9.1459
6.310601,9.1609
6.314932,8.9635
6.317176,9.0008
6.320183,8.8160
6.321983,8.8726
6.325684,8.7597
6.328945,8.8147
6.331065,8.7826
6.334218,8.8186
6.337345,8.8817
6.340379,8.9510
6.343613,9.0142
6.346656,9.0602
6.348929,9.0749
6.352148,9.0969
6.355155,9.0769
6.359095,9.0458
6.361344,8.9778
6.364254,8.8887
6.367373,8.8097
6.384303,8.0566
6.388540,7.7406
6.391686,7.5797
6.394973,7.3378
6.397682,7.2868
6.400702,7.1587
6.403053,7.0531
6.406194,6.9670
6.409366,6.9075
6.412590,6.8765
6.416078,6.8857
6.418584,6.9053
6.421052,6.9470
6.424484,6.9935
6.428333,7.0283
6.430821,7.0648
6.433264,7.1116
6.436507,7.1544
6.439494,7.1887
6.442963,7.2171
6.445040,7.2272
6.450521,7.2030
6.451555,7.1953
6.454691,7.1487
6.458320,7.0945
6.460480,7.0302
6.464643,6.9133
6.466716,6.8588
6.470009,6.7579
6.475204,6.5626
6.478390,6.4987
6.485094,6.2288
6.487022,6.1245
6.490099,6.0248
6.493491,5.9408
6.498331,5.7856
6.499352,5.7771
6.502444,5.7258
6.504486,5.7065
6.508138,5.7080
6.510210,5.7208
6.514997,5.7623
6.517490,5.8170
6.520068,5.8842
6.522750,5.9682
6.525734,6.0748
6.528791,6.1529
6.532025,6.2395
6.534101,6.3154
6.539630,6.3926
6.540593,6.4093
6.543650,6.4311
6.546757,6.4239
6.549801,6.4067
6.553121,6.3665
6.555146,6.3077
6.563724,6.1811
6.566041,6.0908
6.567980,5.9927
6.571226,5.9110
6.580476,5.8261
6.581466,5.6643
6.582494,5.5958
6.585566,5.5080
6.589456,5.4323
6.592941,5.3201
6.596009,5.2658
6.598062,5.2595
6.600365,5.2256
6.603557,5.2110
6.608766,5.2354
6.609818,5.2707
6.614932,5.3304
6.616058,5.3935
6.619995,5.4861
6.622328,5.5859
6.625464,5.6990
6.629784,5.8193
6.631279,5.9218
6.634152,6.0346
6.637809,6.1198
6.640845,6.2001
6.644207,6.2590
6.647434,6.2988
6.649483,6.3354
6.653615,6.3494
6.654586,6.3048
6.659141,6.3516
6.661087,6.3384
6.665798,6.3148
6.667989,6.2965
6.669955,6.2580
6.674146,6.2240
6.684106,6.0791
6.689661,5.9973
6.691865,5.9416
6.693883,5.9099
6.697514,5.8816
6.700071,5.8651
6.704366,5.8652
6.707496,5.8839
6.710829,5.9307
6.713884,5.9920
6.714902,6.0372
6.717941,6.1267
6.721363,6.2345
6.724874,6.3550
6.727958,6.4901
6.729947,6.6489
6.734769,6.7977
6.737094,6.9732
6.740226,7.2731
6.743498,7.3686
6.745632,7.5681
6.749242,7.9087
6.752437,8.1655
6.755303,8.2539
6.758779,8.5137
6.761095,8.7615
6.764717,9.0119
6.767119,9.2608
6.770250,9.5560
6.772539,9.8557
6.775499,10.1467
6.782484,10.9326
6.786887,11.3289
6.788431,11.3821
6.791822,11.7724
6.795043,12.0879
6.798538,12.7706
6.799348,12.8092
6.803963,13.1502
6.807140,13.4899
6.810218,14.1853
6.812225,14.2057
6.815948,14.9116
6.819400,15.2755
6.821447,15.2959
6.824612,16.0181
6.826999,16.0337
6.830568,16.8087
6.832850,16.8132
6.836008,17.1896
6.839177,17.6088
6.842877,17.9756
6.846079,18.3424
6.848230,18.7492
6.851110,19.1075
6.854516,19.4687
6.857627,19.8888
6.860624,20.2596
6.865286,20.6189
6.866542,20.9561
6.869805,21.3661
6.876088,22.0842
6.879862,22.5191
6.893074,24.4006
6.894064,24.2896
6.898852,25.0867
6.902503,25.4556
6.904514,25.8063
6.907985,26.2008
6.911683,26.6035
6.914943,26.9539
6.917039,26.8921
6.919674,27.2764
6.922116,27.6720
6.926172,28.5788
6.930177,29.0330
6.931157,28.9881
6.934643,29.8485
6.938161,30.3275
6.940743,30.7640
6.943532,31.2183
6.947968,31.6912
6.952093,32.1209
6.954195,32.5801
6.956959,33.0859
6.959206,33.5608
6.962463,34.0266
6.965508,34.5020
6.969134,34.9573
6.971339,35.4184
6.973663,35.4237
6.978172,35.8958
6.990173,37.2836
6.991223,38.2026
6.992484,38.5901
6.994769,39.1285
6.998382,39.5363
7.000950,39.9665
7.003923,40.3952
7.005843,40.4227
7.009327,41.3317
7.013951,41.7946
7.020193,42.7902
7.022394,43.2529
7.025364,43.8501
7.028407,43.9412
7.031248,44.9477
7.034824,45.4292
7.037362,46.1076
7.039877,46.6782
7.043205,47.2961
7.045939,47.4234
7.050663,48.5792
7.051912,49.2164
7.055064,49.8785
7.057928,50.5506
7.062053,51.2013
7.064693,51.9325
7.066441,52.0415
7.073044,53.1070
7.074254,53.6325
7.075427,53.7059
7.080378,54.7917
7.081613,54.8446
7.096394,57.6546
7.098536,57.6789
7.099506,57.7040
7.103274,58.6394
7.109601,59.6657
7.112074,60.1616
7.115110,60.7891
7.118323,61.3266
7.121695,61.8592
7.124767,62.3844
7.126724,62.9637
7.130879,63.4963
7.134133,64.0259
7.136214,64.6032
7.139780,65.1327
7.141743,65.6637
7.146087,66.2531
7.148493,66.7924
7.151268,67.3356
7.154999,67.9126
7.156980,68.4419
7.160302,68.9624
7.164421,69.4899
7.168179,70.0595
7.171152,70.5630
7.173930,71.0633
7.176441,71.6066
7.180577,72.0664
7.184198,73.0211
7.185458,73.0524
7.198877,75.2379
7.200574,75.2678
7.203331,75.7711
7.206167,76.2915
7.209210,76.7681
7.210940,77.2401
7.213954,77.7502
7.217216,78.1975
7.220967,78.6563
7.224401,79.1170
7.226184,79.6253
7.229261,80.0876
7.233136,80.5574
7.237228,81.4973
7.238310,81.5356
7.241608,81.9906
7.244564,82.4831
7.248974,82.9269
7.251835,83.7318
7.254627,83.7726
7.256404,84.2274
7.259747,84.6356
7.264686,85.4690
7.265708,85.5110
7.268569,85.9232
7.271914,86.3350
7.276426,86.7724
7.279061,87.1614
7.283192,87.5511
7.289075,88.6148
7.298717,89.8587
7.301068,89.9327
7.302193,89.9543
7.305064,90.3034
7.309013,90.8653
7.311405,90.8819
7.315837,91.4417
7.316939,91.4623
7.320782,91.7561
7.323681,92.0590
7.326331,92.4136
7.330199,93.0794
7.333666,93.4558
7.335638,93.7950
7.336969,93.7986
7.340481,94.1272
7.345316,94.8235
7.349917,95.1623
7.351207,95.4975
7.352137,95.4708
7.356087,95.8320
7.358530,95.7939
7.363058,96.4869
7.365888,96.8883
7.369510,97.5957
7.370723,97.5737
7.373127,97.9455
7.376613,98.2907
7.382679,98.6478
7.383625,99.0389
7.387426,99.4632
7.389114,99.8634
7.391935,99.9086
7.405902,102.2493
7.410429,102.6396
7.416929,103.3623
7.418649,103.6961
7.421792,103.6959
7.424106,104.6619
7.427174,104.6604
7.432168,105.3932
7.433191,105.3897
7.436385,105.7933
7.439602,106.1529
7.442207,106.5167
7.446331,106.9275
7.450471,107.6151
7.451572,107.6216
7.454510,108.0287
7.459088,108.7071
7.461614,108.7106
7.465181,109.4572
7.467267,109.7832
7.470409,109.7885
7.472438,110.1024
7.476409,110.4384
7.479873,111.0176
7.482757,111.3258
7.485315,111.6002
7.487728,111.6073
7.491550,111.8748
7.494184,112.1839
7.508142,112.8204
7.509903,113.7903
7.510926,113.8437
7.515730,114.4535
7.517674,114.7550
7.520753,115.0765
7.524782,115.3661
7.525705,115.4020
7.529385,115.9189
7.534210,116.1957
7.535275,116.2328
7.539068,116.4978
7.541615,116.9686
7.544729,117.2293
7.548253,117.5008
7.550219,117.5534
7.553946,117.8435
7.556554,118.0845
7.560591,118.4957
7.569072,118.9440
7.572349,119.2628
7.575886,119.4391
7.577075,119.4813
7.582450,119.7759
7.583520,119.8078
7.586161,119.9480
7.591604,120.1663
7.593573,120.1809
7.594753,120.2960
7.601925,120.4197
7.604321,120.4378
7.609484,120.5451
7.610668,120.5728
7.618267,120.4517
7.619651,120.4668
7.622786,120.3846
7.626022,120.3203
7.628106,120.3055
7.632775,120.1567
7.635197,120.0718
7.637265,120.0510
7.640868,119.9597
7.643984,119.8498
7.647136,119.7346
7.650739,119.4976
7.652871,119.4760
7.656015,119.3072
7.659168,119.1596
7.661255,119.0126
7.665456,118.7115
7.667543,118.7147
7.670715,118.5654
7.673711,118.4046
7.677314,118.0936
7.683905,117.7511
7.684938,117.7424
7.688260,117.5660
7.694185,117.2049
7.695219,117.1993
7.698229,117.0294
7.706945,116.6751
7.707973,116.6966
7.709089,116.7169
7.713328,115.9681
7.715294,115.9891
7.718402,115.8174
7.721699,115.6506
7.725155,115.2906
7.727271,115.2990
7.731719,114.9676
7.734138,114.8115
7.737212,114.6462
7.739192,114.6407
7.743416,114.2868
7.746607,114.1191
7.749700,113.9644
7.751676,113.9706
7.756006,113.6745
7.757320,113.7237
7.760589,113.6302
7.764030,113.3685
7.767072,113.2414
7.770362,113.0848
7.772695,113.0861
7.775644,112.9361
7.781370,112.5812
7.784448,112.3458
7.787713,112.1289
7.789756,111.9223
7.792792,111.6927
7.796313,111.5041
7.799471,111.3320
7.815515,110.5028
7.816496,110.5455
7.818488,110.4741
7.822270,110.4244
7.826217,110.4061
7.828296,110.4019
7.833183,110.3885
7.834840,110.4450
7.838013,110.3784
7.841229,110.3489
7.844545,110.3271
7.846926,110.3047
7.850250,110.2803
7.852680,110.2488
7.856062,110.2306
7.858545,110.2064
7.862045,110.1835
7.865606,110.1655
7.868079,110.1441
7.870736,110.1131
7.874448,110.0748
7.876697,109.9987
7.880549,109.9043
7.882696,109.8078
7.885925,109.7078
7.888702,109.6151
7.891895,109.5068
7.899069,109.2818
7.901511,109.1386
7.903717,108.9903
7.916034,108.4889
7.918174,108.3486
7.922038,108.2018
7.924959,108.0569
7.927106,107.8949
7.931714,107.7094
7.933880,107.5395
7.937548,107.3480
7.940587,107.1253
7.943282,106.9190
7.945327,106.6704
7.949219,106.4516
7.951253,106.1987
7.955051,105.9605
7.958542,105.7041
7.966226,105.0794
7.968419,104.7878
7.972314,104.0109
7.973514,103.9821
7.976288,103.4783
7.980102,102.9226
7.983762,102.2707
7.985848,101.7043
7.988432,101.0976
7.991350,100.4141
7.994799,99.7538
7.999394,99.0853
8.000983,98.4161
8.004415,97.8342
8.006588,97.7851
8.018028,95.3470
8.019078,95.3250
8.022555,94.0449
8.023297,94.0412
8.027943,93.4501
8.030448,92.8060
8.033583,92.2315
8.037109,91.1184
8.039560,91.1387
8.042206,90.5272
8.045150,89.9710
8.049470,89.4039
8.051991,88.8310
8.053712,88.2376
8.057749,87.6842
8.061499,87.0529
8.066484,85.8717
8.068093,85.3142
8.069335,85.2938
8.073078,84.6296
8.075792,84.0179
8.078401,83.4202
8.083301,82.1048
8.084809,82.0213
8.092022,79.5468
8.093236,79.4287
8.099718,77.6625
8.103558,76.8664
8.107224,75.3909
8.108436,75.2793
8.120601,72.6541
8.121757,72.5666
8.123407,72.0007
8.125641,71.3179
8.129958,70.6622
8.132303,70.0926
8.134591,69.5501
8.138246,69.0161
8.143447,67.8981
8.146015,67.4119
8.147023,67.4773
8.150587,66.9667
8.153458,66.4865
8.157498,65.4196
8.160015,64.9363
8.163166,64.9556
8.166786,63.9346
8.168862,63.9133
8.172314,63.2949
8.174306,62.7360
8.176980,62.1093
8.180460,61.4019
8.186486,60.1095
8.188687,59.3394
8.189745,59.2047
8.193403,57.7327
8.197425,56.9522
8.199928,56.8072
8.203795,56.0808
8.205032,55.3796
8.207467,54.7016
8.216752,53.9023
8.222927,51.1718
8.225291,50.4812
8.228797,49.8233
8.233309,49.2033
8.234503,48.6286
8.238451,48.0024
8.239675,47.9518
8.243318,46.8328
8.246248,46.2905
8.249882,45.6953
8.252312,45.1665
8.254899,44.6298
8.257757,44.5709
8.260610,43.9718
8.264139,42.9306
8.268203,42.3934
8.270470,41.7597
8.273601,41.2033
8.276114,40.6104
8.279597,39.9717
8.286556,38.7951
8.289251,38.1221
8.291655,37.5335
8.294602,36.9212
8.298763,36.2888
8.299913,36.1728
8.304792,35.1170
8.307260,34.5461
8.309917,33.9237
8.314057,33.3589
8.322862,31.6536
8.324066,31.4346
8.325322,31.3375
8.327886,30.7950
8.332015,30.3667
8.334358,29.9943
8.336973,29.6177
8.340773,29.2382
8.343718,28.9297
8.356112,27.7465
8.357208,27.8214
8.358671,27.5735
8.361573,27.3481
8.364611,27.4261
8.367471,26.8935
8.369997,26.6282
8.372514,26.3616
8.376163,26.1116
8.380171,25.8159
8.382435,25.5738
8.385049,25.3529
8.387921,25.1271
8.391845,24.9765
8.394777,24.8564
8.397664,24.6713
8.400479,24.4606
8.407105,24.1184
8.409542,23.9158
8.412422,23.7452
8.416442,23.5767
8.423457,23.4172
8.426460,22.9412
8.427697,23.0290
8.430001,22.8961
8.432647,22.8012
8.435615,22.7165
8.438377,22.6435
8.442356,22.3911
8.445230,22.4936
8.448986,22.3738
8.451410,22.2394
8.455135,21.8722
8.456272,21.8519
8.459196,21.6058
8.462486,21.3655
8.468522,20.9129
8.469764,20.6164
8.472494,20.4980
8.475637,20.2053
8.480088,19.6947
8.482699,19.3758
8.485799,19.0527
8.487039,18.9571
8.491059,18.5773
8.493421,17.9296
8.496806,17.8446
8.501317,17.2632
8.502318,17.1988
8.505516,16.9342
8.508609,16.7023
8.512740,16.4984
8.515851,16.1670
8.517865,16.1556
8.531529,15.5417
8.533532,15.2307
8.535881,14.9943
8.537933,14.7863
8.542077,14.5837
8.544134,14.3993
8.547243,14.3808
8.551348,14.0606
8.553771,13.9328
8.556389,13.8125
8.558455,13.7472
8.562906,13.7264
8.566073,13.7009
8.567004,13.8563
8.572216,13.8335
8.574267,13.9732
8.576810,14.1215
8.582091,14.3418
8.583103,14.5178
8.586641,14.7069
8.589580,14.8763
8.593599,14.9841
8.601382,15.0527
8.604858,15.0136
8.608484,14.9528
8.611498,14.8824
8.614040,14.8241
8.617325,14.7229
8.619452,14.6586
8.629496,14.3147
8.632792,14.1157
8.633779,14.0032
8.637422,13.7833
8.640542,13.6145
8.644733,13.4436
8.646982,13.2960
8.648977,13.1478
8.652196,13.0182
8.655366,12.8962
8.658869,12.8057
8.660824,12.7673
8.665344,12.6802
8.667576,12.6586
8.670598,12.6735
8.673684,12.7154
8.676748,12.7684
8.679957,12.8300
8.686316,13.0082
8.688445,13.1098
8.691521,13.2151
8.693515,13.3193
8.699797,13.4327
8.701263,13.5158
8.704366,13.6237
8.706376,13.6608
8.709910,13.7270
8.713625,13.8162
8.716634,13.7971
8.718807,13.8124
8.722922,13.8255
8.732085,13.7760
8.733102,13.5194
8.736167,13.3853
8.739222,13.1859
8.742329,13.1055
8.745641,12.8823
8.748660,12.8171
8.751822,12.6905
8.755327,12.5028
8.757320,12.4578
8.760529,12.3642
8.763620,12.2788
8.766906,12.1543
8.770261,12.1252
8.773337,12.1282
8.775721,12.1833
8.778787,12.2155
8.783299,12.2548
8.785610,12.3227
8.788046,12.3899
8.791087,12.4395
8.794377,12.4936
8.797453,12.5385
8.799516,12.5569
8.807136,12.5905
8.809464,12.5618
8.811477,12.5475
8.814547,12.5195
8.817643,12.4894
8.820840,12.4319
8.823156,12.3610
8.833327,12.2122
8.834921,11.9582
8.839388,11.7783
8.840393,11.7059
8.843527,11.5943
8.849353,11.4376
8.850356,11.3922
8.852429,11.3001
8.856064,11.1993
8.859441,11.1251
8.861490,11.0595
8.866168,10.9899
8.868488,10.9408
8.870609,10.8996
8.874178,10.8642
8.877728,10.8318
8.880314,10.8226
8.883347,10.8196
8.885614,10.8157
8.889770,10.8178
8.891969,10.8585
8.895026,10.8278
8.899264,10.8677
8.901303,10.8730
8.904499,10.8444
8.906976,10.8846
8.910052,10.9284
8.913124,10.9724
8.918373,11.0134
8.939353,11.6187
8.940377,11.6820
8.943598,11.8240
8.945683,11.9705
8.950256,12.1339
8.951277,12.2845
8.954650,12.4655
8.956745,12.6425
8.961003,12.8186
8.962983,13.0038
8.967320,13.1812
8.969420,13.3685
8.973549,13.5675
8.975507,13.7779
8.979624,14.0186
8.983183,14.2421
8.984117,14.5082
8.987198,14.7878
8.990263,15.0876
8.994051,15.4212
8.996442,15.7555
9.000050,16.1131
9.003099,16.4591
9.006166,16.8718
9.008334,17.2575
9.011430,17.6567
9.015350,18.0982
9.017336,18.4838
9.021952,18.9127
9.023998,19.3344
9.027063,19.7179
9.030860,20.1154
9.035367,20.5347
9.038380,20.6372
9.041452,21.5771
9.044679,21.9961
9.048105,22.3763
9.051196,22.7507
9.054411,23.1503
9.056556,23.5038
9.059840,23.8601
9.061913,24.2479
9.066444,24.5941
9.068508,24.9225
9.072263,25.2531
9.075475,25.6174
9.077590,25.9442
9.084929,26.5529
9.085936,26.5407
9.089271,27.1322
9.092539,27.4525
9.095590,27.7543
9.098738,27.7342
9.103245,28.3377
9.105448,28.6560
9.107522,28.9682
9.110672,29.2202
9.113911,29.5156
9.116900,29.7855
9.118963,29.7539
9.123282,30.4705
9.125271,30.8798
9.128536,31.2768
9.142329,33.3499
9.143399,33.3758
9.147030,33.7981
9.149489,34.3047
9.152563,34.8623
9.155638,35.3473
9.158649,35.8481
9.162055,36.3579
9.165160,36.9325
9.167446,37.4265
9.170887,37.9535
9.172853,38.5057
9.175948,38.9926
9.179040,39.4758
9.182136,39.9693
9.185220,40.4203
9.188272,40.8603
9.191328,41.3022
9.194431,41.7536
9.200607,42.6014
9.203926,43.0458
9.206345,43.4782
9.209437,43.9430
9.212883,44.4538
9.216975,44.9462
9.219292,45.4310
9.222552,45.9754
9.225178,46.4744
9.228370,46.9866
9.231518,47.5182
9.235634,47.5587
9.242888,50.1464
9.246010,50.2006
9.250091,51.2918
9.251103,51.3286
9.256057,52.4523
9.258569,52.9689
9.260472,52.9974
9.263912,53.5745
9.267554,54.0688
9.269501,54.5487
9.272794,55.1307
9.274734,55.5995
9.277788,56.0583
9.283503,56.9940
9.284830,56.9864
9.286962,57.4324
9.291810,58.4063
9.292776,58.4017
9.300941,58.8908
9.303914,59.8921
9.307193,60.4233
9.312555,61.4996
9.316830,61.9964
9.318788,62.5360
9.322936,63.5545
9.323943,63.5786
9.327367,64.0698
9.329884,64.5376
9.333071,65.0506
9.336787,65.5030
9.351509,67.6782
